Defter;Place of origin;Migration;location_1;latitude_1;longitude_1;date_hijri_1;date_gregorian_1;location_2;latitude_2;longitude_2;date_hijri_2;date_gregorian_2;location_3;latitude_3;longitude_3;date_hijri_3;date_gregorian_3;location_4;latitude_4;longitude_4;date_hijri_4;date_gregorian_4;location_5;latitude_5;longitude_5;date_hijri_5;date_gregorian_5;location_6;latitude_6;longitude_6;date_hijri_6;date_gregorian_6;location_7;latitude_7;longitude_7;date_hijri_7;date_gregorian_7;location_8;latitude_8;longitude_8;date_hijri_8;date_gregorian_8;location_9;latitude_9;longitude_9;date_hijri_9;date_gregorian_9;location_10;latitude_10;longitude_10;date_hijri_10;date_gregorian_10;location_11;latitude_11;longitude_11;date_hijri_11;date_gregorian_11;location_12;latitude_12;longitude_12;date_hijri_12;date_gregorian_12;location_13;latitude_13;longitude_13;date_hijri_13;date_gregorian_13;location_14;latitude_14;longitude_14;date_hijri_14;date_gregorian_14
Defter 7258;Koniçe;reft vilayet, 20 B. 1261;Tatavla;41,06;28,98;;;Koniçe;40,05;20,75;20 B. 1261;07/03/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7259;Yanya;Selanik, 22 L. 1262;Tatavla;41,06;28,98;;;Selanik;40,64;22,94;22 L. 1262;10/23/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7261;Yanya;Edirne, 15 R. 1265;Tatavla;41,06;28,98;;;Edirne;41,68;26,56;15 R. 1265;03/12/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7263;Mazarak;Bursa, 27 R. 1261;Tatavla;41,06;28,98;;;Bursa;40,18;29,06;27 R. 1261;04/28/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7264;Mazarak;reft vilayet, 20 B. 1264;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;20 B. 1264;06/20/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7265;Mazarak;reft vilayet, 12 Ş. 1263;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;12 Ş. 1263;07/26/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7266;Kalkandelen;reft vilayet, 7.S.1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;7.S.1262;01/07/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7269;Kalkandelen;reft vilayet, 17.Ca.1261;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;17.Ca.1261;05/18/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7270;Kalkandelen;reft vilayet, 28.S 1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;28.S 1262;02/28/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7271;Kalkandelen;reft vilayet, 5.C.1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;5.C.1262;05/29/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7273;Kalkandelen;reft vilayet, 3 Z. 1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;3 Z. 1262;11/25/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7276;Kalkandelen;reft vilayet, 1.R.1261;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;1.R.1261;04/25/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7277;Mazarak;reft vilayet, 23 Ş. 1264;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;23 Ş. 1264;07/18/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7280;Yanyalı;Aydın, 8 R. 1261;Tatavla;41,06;28,98;;;Aydın;37,84;27,84;8 R. 1261;05/02/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7281;Ürgüblü;reft vilayet, 5 B. 1262;Tatavla;41,06;28,98;;;Ürgüblü;38,63;34,91;5 B. 1262;06/10/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7283;Kalkandelen;reft vilayet, 13.Ş.1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;13.Ş.1262;07/29/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7284;Kalkandelen;reft vilayet, 26 L. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;26 L. 1263;09/18/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7286;Kalkandelen;reft vilayet, 15 Ca. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;15 Ca. 1263;05/01/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7287;Mazarak;reft vilayet, 24.Ş.1261;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;24.Ş.1261;07/28/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7288;Kalkandelen;reft vilayet, 6 B. 1266;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;6 B. 1266;06/19/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7291;Mazarak;reft vilayet, 10 N. 1264;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;10 N. 1264;07/15/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7293;Mazarak;reft memleket, 8 N. 1265;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;8 N. 1265;07/05/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7295;Kalkandelen;reft memleket, 19 C. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;19 C. 1263;04/05/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7296;Kalkandelen;reft vilayet, 30 Ca. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;30 Ca. 1263;05/16/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7297;Mazarak;reft memleket, 18 L. 1268;Tatavla;41,06;28,98;;;Mazarak;41,12;20,97;18 L. 1268;08/11/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7298;Argiri;reft memleket, 21 Z. 1266;Tatavla;41,06;28,98;;;Argiri;39,35;20,85;21 Z. 1266;10/15/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7299;Kalkandelen;reft vilayet, 28 M. 1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;28 M. 1264;12/28/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7300;Kalkandelen;reft vilayet, 1 R. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;1 R. 1263;03/06/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7301;Kalkandelen;reft vilayet, 23.M.1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;23 M. 1263;12/23/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7302;Yanyalı;reft vilayet, 1 Z. 1265;Tatavla;41,06;28,98;;;Yanyalı;39,67;20,85;1 Z. 1265;10/05/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7303;Yanya;reft vilayet, 14 M. 1267;Tatavla;41,06;28,98;;;Yanya;39,67;20,85;14 M. 1267;11/14/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7304;Kalkandelen;reft memleket, 27 Ca. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;27 Ca. 1263;05/27/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7305;Kalkandelen;reft vilayet, 5.Ra.1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;5 Ra. 1264;01/05/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7306;Kalkandelen;Reft Memleket, 8 R. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;8 R. 1263;03/13/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7307;Kalkandelen;reft memleket, 7 Ş. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;7 Ş. 1263;07/21/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7309;Kalkandelen;reft memleket, 20.Za.1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;20 Za. 1264;10/20/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7310;Kalkandelen;reft memleket, 2 B. 1267;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;2 B. 1267;05/06/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7311;Kalkandelen;reft vilayet, 9 C. 1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;9 C. 1264;05/09/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7312;Kalkandelen;reft memleket, 2.B.1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;2 B. 1264;05/07/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7313;Kalkandelen;reft memleket, 14.Ra.1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;14.Ra.1264;02/25/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7314;Kalkandelen;reft vilayet, 21 C. 1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;21 C. 1264;05/28/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7315;Kalkandelen;reft memleket, 25.C.1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;25.C.1265;05/04/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7316;Kalkandelen;reft vilayet, 20 B. 1266;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;20 B. 1266;06/03/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7318;Kalkandelen;reft vilayet, 17.Za.1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;17.Za.1265;10/06/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7319;Kalkandelen;reft vilayet, 9.C.1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;9.C.1263;05/12/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7320;Kalkandelen;reft memleket, 15.Ra.1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;15.Ra.1265;02/23/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7321;Mezrak [Mazarak];reft memleket, 16 Z. 1266;Tatavla;41,06;28,98;;;Mezrak;41,12;20,8;16 Z. 1266;10/21/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7322;Mezrak [Mazarak];reft vilayet, 17 N. 1266;Tatavla;41,06;28,98;;;Mezrak;41,12;20,8;17 N. 1266;07/27/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7323;Manastır;reft memleket, 26 M. 1266;Tatavla;41,06;28,98;;;Manastır;40,99;21,43;26 M. 1266;12/30/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7324;Kalkandelen;reft memleket, 23 Ş. 1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;23 Ş. 1265;07/11/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7325;Kalkandelen;reft vilayet, 11 C. 1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;11 C. 1264;05/18/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7326;Kalkandelen;reft memleket, 6 C. 1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;6 C. 1265;04/15/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7328;Kalkandelen;reft memleket, 16 Ş. 1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;16 Ş. 1265;07/04/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7329;Kalkandelen;reft memleket, 29 S. 1268;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;29 S. 1268;12/21/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7330;Kalkandelen;reft vilayet, 6 B. 1266;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;6 B. 1266;06/15/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7331;Kalkandelen;reft memleket, 16 C. 1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;16 C. 1265;04/28/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7332;Kalkandelen;reft memleket, 15 S. 1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;15 S. 1265;01/01/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7333;Yanyalı;reft vilayet, 1 Ca. 1265;Tatavla;41,06;28,98;;;Yanyalı;39,67;20,85;1 Ca. 1265;01/30/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7334;Kalkandelen;reft vilayet, 1 N. 1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;1 N. 1265;07/10/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7335;Argiri;reft vilayet, 24.Ra.1265;Tatavla;41,06;28,98;;;Argiri;39,35;20,85;24 Ra. 1265;02/28/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7336;Kalkandelen;reft memleket, 26 C. 1266;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;26 C. 1266;05/07/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7339;Kalkandelen;reft memleket, 3 M. 1267;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;3 M. 1267;11/28/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7340;Argiri;reft memleket, 4 S. 1268;Tatavla;41,06;28,98;;;Argiri;39,35;20,85;4 S. 1268;12/01/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7342;Yanyalı;reft memleket, 10 S. 1267;Tatavla;41,06;28,98;;;Yanyalı;39,67;20,85;10 S. 1267;12/05/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7346;Kalkandelen;reft vilayet, 19 B. 1266;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;19 B. 1266;06/28/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7347;Kalkandelen;reft memleket, 4.Ra.1268;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;4 Ra. 1268;01/01/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7354;Kalkandelen;reft memleket, 7 N. 1267;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;7 N. 1267;07/01/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7355;kalkandelen;reft memleket, 1.Ş. 1267;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;1 Ş. 1267;07/15/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7357;Argiri;reft vilayet, 14.S.1269;Tatavla;41,06;28,98;;;Argiri;39,35;20,85;14 S. 1269;12/01/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7359;Yanyalı;Mihaliç, 26 L. 1267;Tatavla;41,06;28,98;;;Mihaliç;40,22;28,62;26 L. 1267;08/21/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7360;Kalkandelen;reft vilayet, 6 B. 1269;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;6 B. 1269;04/01/1853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7364;Yanya;reft memleket, 21 L. 1265;Tatavla;41,06;28,98;;;Yanya;39,67;20,85;21 L. 1265;09/06/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7367;Kalkandelen;reft memleket, 3 B. 1270;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;3 B. 1270;03/28/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7370;Kalkandelen;reft memleket, 11 N. 1272;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;11 N. 1272;06/18/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7371;Kalkandelen;reft vilayet, 7 B. 1270;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;7 B. 1270;04/01/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7373;Kalkandelen;reft memleket, 5 M. 1271;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;5 M. 1271;09/17/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7374;Kalkandelen;reft vilayet, 24.Z.1271;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;24 Z. 1271;09/21/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7375;Yanya;Reft Memleket, 6 Za. 1271;Tatavla;41,06;28,98;;;Yanya;39,67;20,85;6 Za. 1271;07/31/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7376;Yanya;reft memleket, 2 Za. 1272;Tatavla;41,06;28,98;;;Yanya;39,67;20,85;2 Za. 1272;07/06/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7389;Kalkandelen;reft memleket, 11 L. 1272;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;11 L. 1272;06/15/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7391;Kalkandelen;reft memleket, 3.B.1272;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;3 B. 1272;03/30/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7395;Kalkandelen;reft memleket, 2 S. 1273;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;2 S. 1273;10/01/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7396;Kalkandelen;reft memleket, 12 M. 1272;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;12 M. 1272;09/24/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7397;Mezrak [Mazarak];reft memleket, 29 Z. 1272;Tatavla;41,06;28,98;;;Mezrak;41,12;20,8;29 Z. 1272;09/30/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7398;Kalkandelen;reft memleket, 5 B. 1272;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;5 B. 1272;03/14/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7399;Kalkandelen;reft memleket, 11 N. 1272;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;11 N. 1272;07/22/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7401;Kalkandelen;reft vilayet, 29.Ş.1281;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;29.Ş.1281;02/12/1865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7402;Kalkandelen;retf memleket, 2.S. 1273;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;2.S. 1273;09/30/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7409;Kalkandelen;reft vilayet, 26 N. 1272;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;26 N. 1272;08/06/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7419;Kalkandelen;reft vilayet, 8 Ca. 1260;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;8 Ca. 1260;05/30/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7423;Asitane;"Günyüzü, 9 Z. 1260; Amed, 6 Ş. 1261";Tatavla;41,06;28,98;;;Günyüzü;39,38;31,81;9 Z. 1260;12/10/1844;Tatavla;41,06;28,98;6 Ş. 1261;08/10/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7427;Kalkandelen;reft memleket, 26 B. 1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;26 B. 1265;06/18/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7428;Argirili;reft memleket, 11 Ca. 1266;Tatavla;41,06;28,98;;;Argirili;39,37;23,05;11 Ca. 1266;04/01/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7430;Kayseri;reft memleket, 8 M. 1265;Tatavla;41,06;28,98;;;Kayseri;38,73;35,49;8 M. 1265;12/12/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7431;Pınarhisar;reft memleket, 26 C. 1265;Tatavla;41,06;28,98;;;Pınarhisar;41,63;27,52;26 C. 1265;05/28/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7433;Filibeli;reft vilayet, 3.Ş.1261;Tatavla;41,06;28,98;;;Filibeli;42,14;24,75;3.Ş.1261;08/07/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7434;Kesriyeli;reft vilayet, 3 Z. 1270;Tatavla;41,06;28,98;;;Kesriyeli;40,52;21,27;3 Z. 1270;08/22/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 7435;Kesriye;reft vilayet, 1 Z. 1270;Tatavla;41,06;28,98;;;Kesriye;40,52;21,27;1 Z. 1270;08/20/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
